	Age ≤ 40		
Parity (0,1,2,3,4+)	0	1	Total
	No.	No.	No.
0	584.0	662.0	1,246.0
1	809.0	548.0	1,357.0
2	1,164.0	443.0	1,607.0
3	409.0	160.0	569.0
4+	271.0	89.0	360.0
Total	3,237.0	1,902.0	5,139.0

