	Age ≤ 40		
Parity (0,1,2,3,4+)	0	1	Total
	No.	No.	No.
0	698.0	1,738.0	2,436.0
1	737.0	765.0	1,502.0
2	1,123.0	997.0	2,120.0
3	921.0	665.0	1,586.0
4+	1,031.0	413.0	1,444.0
Total	4,510.0	4,578.0	9,088.0

