	muslim		
parents_support	Non-Muslim	Muslim	Total
	No.	No.	No.
1	28.0	66.0	94.0
1.333333	17.0	25.0	42.0
1.666667	18.0	44.0	62.0
2	84.0	144.0	228.0
2.333333	89.0	144.0	233.0
2.666667	140.0	242.0	382.0
3	396.0	722.0	1,118.0
3.333333	293.0	531.0	824.0
3.666667	342.0	563.0	905.0
4	1,067.0	1,702.0	2,769.0
4.333333	478.0	814.0	1,292.0
4.666667	324.0	641.0	965.0
5	1,632.0	2,983.0	4,615.0
Total	4,908.0	8,621.0	13,529.0

