	muslim		
children_need	Non-Muslim	Muslim	Total
	No.	No.	No.
1	131.0	253.0	384.0
1.5	83.0	191.0	274.0
2	205.0	529.0	734.0
2.5	145.0	300.0	445.0
3	534.0	1,148.0	1,682.0
3.5	308.0	526.0	834.0
4	887.0	1,520.0	2,407.0
4.5	533.0	877.0	1,410.0
5	1,783.0	2,841.0	4,624.0
Total	4,609.0	8,185.0	12,794.0

