	muslim		
children_support	Non-Muslim	Muslim	Total
	No.	No.	No.
1	9.0	38.0	47.0
1.333333	2.0	14.0	16.0
1.666667	7.0	19.0	26.0
2	12.0	31.0	43.0
2.333333	13.0	50.0	63.0
2.666667	23.0	63.0	86.0
3	147.0	316.0	463.0
3.333333	68.0	109.0	177.0
3.666667	114.0	140.0	254.0
4	672.0	1,167.0	1,839.0
4.333333	398.0	637.0	1,035.0
4.666667	388.0	640.0	1,028.0
5	3,152.0	5,662.0	8,814.0
Total	5,005.0	8,886.0	13,891.0

