	muslim		
children_family	Non-Muslim	Muslim	Total
	No.	No.	No.
1	44.0	88.0	132.0
1.333333	8.0	17.0	25.0
1.666667	19.0	37.0	56.0
2	49.0	88.0	137.0
2.333333	148.0	253.0	401.0
2.666667	173.0	268.0	441.0
3	758.0	1,201.0	1,959.0
3.333333	498.0	765.0	1,263.0
3.666667	1,019.0	1,678.0	2,697.0
4	783.0	1,221.0	2,004.0
4.333333	749.0	1,432.0	2,181.0
4.666667	236.0	501.0	737.0
5	536.0	1,277.0	1,813.0
Total	5,020.0	8,826.0	13,846.0

