	muslim		
gender_children	Non-Muslim	Muslim	Total
	No.	No.	No.
1	9.0	45.0	54.0
1.333333	2.0	6.0	8.0
1.666667	9.0	25.0	34.0
2	12.0	32.0	44.0
2.333333	57.0	143.0	200.0
2.666667	33.0	60.0	93.0
3	1,003.0	1,970.0	2,973.0
3.333333	155.0	404.0	559.0
3.666667	1,481.0	2,419.0	3,900.0
4	185.0	515.0	700.0
4.333333	773.0	1,288.0	2,061.0
4.666667	86.0	312.0	398.0
5	1,285.0	1,756.0	3,041.0
Total	5,090.0	8,975.0	14,065.0

