	muslim		
agegrp3	Non-Muslim	Muslim	Total
	No.	No.	No.
18–29	734.0	2,209.0	2,943.0
30–39	1,056.0	2,159.0	3,215.0
40–49	938.0	1,853.0	2,791.0
Total	2,728.0	6,221.0	8,949.0

